Id;Label;Interval;Degree;Weighted degree;Eccentricity;Closeness Centrality;Harmonic Closeness Centrality;Betweenness Centrality;PageRank;Component ID;Modularity Class;Clustering Coefficient;Number of triangles;Eigenvector Centrality
DELTA LAKE;DELTA LAKE;;10;80.0;4.0;0.3229317851959361;0.3672284644194756;0.003183297275979602;0.0029345477981701073;0;9;0.0;0;0.2772127358065687
DEVELOPER;DEVELOPER;;1;9.0;4.0;0.2608440797186401;0.2666666666666664;0.0;8,03E+11;0;4;0.0;0;0.0063209886052289525
DEVOPS;DEVOPS;;2;16.0;4.0;0.26742788461538464;0.2794007490636702;1,45E+10;8,77E+11;0;2;0.0;0;0.039025182217593775
DEVOPS ENGINEER;DEVOPS ENGINEER;;1;8.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,71E+11;0;0;0.0;0;0.015071408501884006
DEVSECOPS;DEVSECOPS;;2;16.0;4.0;0.26742788461538464;0.2794007490636702;1,45E+10;8,77E+11;0;2;0.0;0;0.039025182217593775
DIEGO;DIEGO;;37;294.0;3.0;0.36837748344370863;0.40861423220973886;0.029831228667806367;0.01062145094735165;0;8;0.0;0;0.5792408868437569
DIFFUSION MODELS;DIFFUSION MODELS;;3;24.0;4.0;0.28783958602846055;0.31348314606741545;1,71E+12;0.0011038676771693188;0;8;0.0;0;0.08214034644145486
DIRECTOR OF ANALYSIS AND INVESTMENTS;DIRECTOR OF ANALYSIS AND INVESTMENTS;;1;8.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
DOCKER;DOCKER;;23;180.0;4.0;0.382960413080895;0.4400749063670414;0.023830525514217923;0.006401643375767376;0;0;0.0;0;0.5758735477844281
DOCTORATE IN BIOMEDICAL SIGNAL PROCESSING;DOCTORATE IN BIOMEDICAL SIGNAL PROCESSING;;1;9.0;4.0;0.2667865707434053;0.2773408239700371;0.0;6,60E+11;0;3;0.0;0;0.017797359773723636
DOCTORATE IN ENGINEERING;DOCTORATE IN ENGINEERING;;1;10.0;4.0;0.2723378212974296;0.28689138576778994;0.0;5,97E+11;0;8;0.0;0;0.028034775780769832
DYLAN;DYLAN;;10;74.0;3.0;0.3526148969889065;0.36816479400749125;0.006441940564977565;0.0032549929519000323;0;1;0.0;0;0.1925180829832795
ELASTIC BEANSTALK;ELASTIC BEANSTALK;;2;16.0;4.0;0.2900912646675359;0.31591760299625443;1,13E+12;8,59E+11;0;9;0.0;0;0.07175416560728974
ELASTIC LOAD BALANCING;ELASTIC LOAD BALANCING;;1;8.0;4.0;0.2770859277708593;0.2947565543071158;0.0;6,08E+11;0;9;0.0;0;0.033385896231240775
ELASTICSEARCH;ELASTICSEARCH;;3;22.0;4.0;0.28858625162127105;0.3146067415730335;3,75E+11;0.0011690711214646567;0;8;0.0;0;0.07385921134982297
EMBEDDINGS;EMBEDDINGS;;8;63.0;4.0;0.3219971056439942;0.3642322097378279;0.0018301588286109565;0.00234167595498242;0;7;0.0;0;0.24658074116886552
ENGLISH;ENGLISH;;54;446.0;2.0;0.5322966507177034;0.5606741573033708;0.20374914710741418;0.016334103450859293;0;1;0.0;0;1.0
ENZO;ENZO;;58;471.0;3.0;0.3816466552315609;0.4400749063670437;0.06480278629830877;0.017633673440123666;0;8;0.0;0;0.6520167397738778
EQUITY AND DERIVATIVES TRADER;EQUITY AND DERIVATIVES TRADER;;1;8.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
ERIC;ERIC;;32;255.0;3.0;0.36535303776683087;0.4011235955056192;0.01584561359674765;0.008738708235157636;0;9;0.0;0;0.5547430192526795
EXPLAINABLE AI;EXPLAINABLE AI;;4;30.0;4.0;0.30067567567567566;0.33295880149812745;4,51E+12;0.0013608926767831064;0;7;0.0;0;0.1233712397454747
EXPRESS;EXPRESS;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
FACIAL RECOGNITION;FACIAL RECOGNITION;;1;8.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
FASTAPI;FASTAPI;;4;23.0;4.0;0.29276315789473684;0.3217228464419475;8,99E+11;0.0015249557705331726;0;8;0.0;0;0.07833966660537098
FEATURE ENGINEERING;FEATURE ENGINEERING;;8;62.0;4.0;0.3120617110799439;0.35187265917603;0.0015734909434775759;0.0023343872700915098;0;8;0.0;0;0.2133039323228182
FEATURE STORES;FEATURE STORES;;3;23.0;4.0;0.2904699738903394;0.31741573033707854;1,79E+12;0.0010843927419419495;0;5;0.0;0;0.08533166019546887
FIGMA;FIGMA;;1;8.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
FINE-TUNING;FINE-TUNING;;6;48.0;4.0;0.32106782106782106;0.36123595505617984;0.0014752976470579471;0.0018721170226263446;0;7;0.0;0;0.20768645874147637
FLASK;FLASK;;2;14.0;4.0;0.2720048899755501;0.28726591760299597;1,05E+12;9,77E+11;0;0;0.0;0;0.03426415083905857
FORTRAN;FORTRAN;;1;8.0;4.0;0.2753712871287129;0.29194756554307083;0.0;5,76E+11;0;7;0.0;0;0.03653834714827317
FRANCISCO;FRANCISCO;;60;486.0;3.0;0.382960413080895;0.443071161048691;0.07931443383028025;0.019212043275561263;0;9;0.0;0;0.6507619405862206
FRENCH;FRENCH;;9;59.0;4.0;0.3252923976608187;0.36910112359550573;0.008641347417179257;0.003248109370461474;0;5;0.0;0;0.18162359705660364
FRONTEND SOFTWARE ENGINEER;FRONTEND SOFTWARE ENGINEER;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
FULL STACK DEVELOPER;FULL STACK DEVELOPER;;3;24.0;4.0;0.2703523693803159;0.28539325842696595;2,11E+12;0.001323857352472814;0;4;0.0;0;0.03420699309876777
FULL STACK DEVELOPMENT;FULL STACK DEVELOPMENT;;1;8.0;4.0;0.2667865707434053;0.27734082397003723;0.0;6,07E+11;0;2;0.0;0;0.0195125911087969
FULL-STACK DEVELOPMENT;FULL-STACK DEVELOPMENT;;1;8.0;4.0;0.2667865707434053;0.27734082397003723;0.0;6,07E+11;0;2;0.0;0;0.0195125911087969
FULL STACK ENGINEER;FULL STACK ENGINEER;;2;18.0;4.0;0.26742788461538464;0.2794007490636702;1,45E+10;8,77E+11;0;2;0.0;0;0.039025182217593775
FUNCTIONAL ANALYST;FUNCTIONAL ANALYST;;1;10.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,45E+11;0;1;0.0;0;0.009550714543727223
GABRIEL;GABRIEL;;56;447.0;3.0;0.3803418803418803;0.43707865168539456;0.06001911684070569;0.01651155759368982;0;7;0.0;0;0.7736068746765027
GAEL;GAEL;;14;107.0;3.0;0.3548644338118022;0.37415730337078706;0.010167914903995311;0.004522370565128819;0;1;0.0;0;0.2091108384056321
GALICIAN;GALICIAN;;4;37.0;4.0;0.2841634738186462;0.3088014981273406;6,03E+11;0.0015447300673983894;0;1;0.0;0;0.06537570155312994
GAN;GAN;;2;16.0;4.0;0.2867268041237113;0.31086142322097354;8,84E+10;8,52E+11;0;2;0.0;0;0.06617644710737602
GCP;GCP;;1;7.0;4.0;0.2620730270906949;0.2689138576779023;0.0;6,80E+11;0;2;0.0;0;0.010392199073980615
GEN AI;GEN AI;;15;115.0;4.0;0.34178187403993854;0.39325842696629226;0.007028100915581475;0.004152983241052111;0;2;0.0;0;0.38204962819158617
GERMAN;GERMAN;;11;75.0;4.0;0.3090277777777778;0.3507490636704121;0.0028487089050175476;0.003180388821501665;0;1;0.0;0;0.23850208356373076
GIT;GIT;;3;22.0;4.0;0.2703523693803159;0.285393258426966;1,60E+12;0.0012124233764179229;0;2;0.0;0;0.05083541217193784
GITHUB;GITHUB;;1;8.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
GITHUB ACTIONS;GITHUB ACTIONS;;1;7.0;4.0;0.2620730270906949;0.2689138576779023;0.0;6,80E+11;0;2;0.0;0;0.010392199073980615
GO;GO;;1;8.0;4.0;0.2620730270906949;0.2689138576779023;0.0;6,80E+11;0;2;0.0;0;0.010392199073980615
GONZALO;GONZALO;;15;121.0;3.0;0.35543130990415334;0.3756554307116111;0.024352610244694595;0.00592660525094502;0;1;0.0;0;0.22879637930808694
GOOGLE CLOUD FUNCTIONS;GOOGLE CLOUD FUNCTIONS;;4;30.0;4.0;0.2830788804071247;0.30711610486891366;2,76E+12;0.0013763578613206918;0;2;0.0;0;0.08478678836845974
GOOGLE CLOUD PLATFORM;GOOGLE CLOUD PLATFORM;;2;14.0;4.0;0.26742788461538464;0.2794007490636702;1,45E+10;8,77E+11;0;2;0.0;0;0.039025182217593775
GOOGLE CLOUD RUN;GOOGLE CLOUD RUN;;3;22.0;4.0;0.2706812652068126;0.285955056179775;5,75E+10;0.0011315456065134587;0;2;0.0;0;0.05284581151598385
GRAFANA;GRAFANA;;9;70.0;4.0;0.3291420118343195;0.37359550561797766;0.0035214129084128274;0.0027150685135189047;0;1;0.0;0;0.22398813414480845
GRAPH NEURAL NETWORKS;GRAPH NEURAL NETWORKS;;2;16.0;4.0;0.28562259306803595;0.3091760299625465;6,68E+10;8,39E+11;0;2;0.0;0;0.06515847573101309
GRAPHQL;GRAPHQL;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
GROOVY;GROOVY;;1;8.0;4.0;0.26839565741857657;0.2801498127340821;0.0;5,95E+11;0;8;0.0;0;0.02271693245204447
GUILLERMO;GUILLERMO;;29;213.0;3.0;0.36356209150326796;0.3966292134831474;0.03173681586057673;0.009227376535038937;0;2;0.0;0;0.38143764117606277
HASHICORP NOMAD;HASHICORP NOMAD;;1;8.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,71E+11;0;0;0.0;0;0.015071408501884006
HBASE;HBASE;;1;8.0;4.0;0.2770859277708593;0.2947565543071158;0.0;6,08E+11;0;9;0.0;0;0.033385896231240775
HECTOR;HECTOR;;31;244.0;3.0;0.36475409836065575;0.3996254681647945;0.05427146624501926;0.011752032571680386;0;9;0.0;0;0.3761799243255463
HEROKU;HEROKU;;1;1.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,42E+11;0;1;0.0;0;0.00985120026446035
HUGO;HUGO;;37;299.0;3.0;0.36837748344370863;0.4086142322097388;0.030302466826708424;0.010806513646475434;0;8;0.0;0;0.5049669543018829
HYPERPARAMETER TUNING;HYPERPARAMETER TUNING;;5;39.0;4.0;0.2966666666666667;0.3282771535580525;4,12E+11;0.0015608779273235008;0;8;0.0;0;0.1460828141476621
IAN;IAN;;14;106.0;3.0;0.3548644338118022;0.37415730337078723;0.0313612152848038;0.006678546110622672;0;1;0.0;0;0.18647999259933035
ICEBERG;ICEBERG;;5;39.0;4.0;0.2893368010403121;0.31760299625468147;3,34E+11;0.0015686331412592288;0;9;0.0;0;0.1285410241278385
IKER;IKER;;34;271.0;3.0;0.36655683690280066;0.40411985018726676;0.03318079416337164;0.010364515010291096;0;8;0.0;0;0.44888884274252805
IMAGE CLASSIFICATION;IMAGE CLASSIFICATION;;8;63.0;4.0;0.3103207810320781;0.3496254681647941;0.0013248237207811138;0.0023219853915611597;0;8;0.0;0;0.21203989830529635
IMPALA;IMPALA;;2;16.0;4.0;0.28525641025641024;0.3086142322097376;1,07E+12;8,75E+11;0;9;0.0;0;0.0594464849446808
INFORMATICA;INFORMATICA;;4;29.0;4.0;0.28343949044585987;0.3076779026217227;3,70E+12;0.0014199582465560022;0;8;0.0;0;0.07424180524510543
INFRASTRUCTURE AS CODE;INFRASTRUCTURE AS CODE;;2;15.0;4.0;0.26742788461538464;0.2794007490636702;1,45E+10;8,77E+11;0;2;0.0;0;0.039025182217593775
INSTANCE SEGMENTATION;INSTANCE SEGMENTATION;;2;16.0;4.0;0.27743142144638405;0.2962546816479398;3,56E+11;8,28E+11;0;8;0.0;0;0.05392438424030377
INTERN HYDROGEN TECHNOLOGIES ENGINEER;INTERN HYDROGEN TECHNOLOGIES ENGINEER;;1;8.0;4.0;0.26646706586826346;0.27677902621722816;0.0;5,85E+11;0;1;0.0;0;0.022571524959775033
INTERN TEST ENGINEER;INTERN TEST ENGINEER;;1;7.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,42E+11;0;1;0.0;0;0.00985120026446035
ITALIAN;ITALIAN;;2;14.0;4.0;0.27334152334152334;0.2895131086142319;4,34E+10;8,48E+11;0;6;0.0;0;0.03975564564812333
IZAN;IZAN;;17;130.0;3.0;0.35657051282051283;0.3786516853932595;0.06211460502076388;0.012744579000278755;0;5;0.0;0;0.1207956193859125
JAIME;JAIME;;28;223.0;3.0;0.3629690048939641;0.3951310861423231;0.021967283805738133;0.008191888446553308;0;1;0.0;0;0.4567107535706566
JAVA;JAVA;;10;76.0;4.0;0.30563186813186816;0.34531835205992506;0.0022267849456858065;0.0029702531653617555;0;1;0.0;0;0.1832788407370405
JAVA CONSULTANT;JAVA CONSULTANT;;1;8.0;4.0;0.2667865707434053;0.2773408239700371;0.0;6,60E+11;0;3;0.0;0;0.017797359773723636
JAVASCRIPT;JAVASCRIPT;;18;122.0;4.0;0.3371212121212121;0.39101123595505627;0.012616584826029422;0.005427253730013319;0;1;0.0;0;0.31414223422523513
JAVIER;JAVIER;;29;207.0;3.0;0.36356209150326796;0.3966292134831473;0.030488174592303043;0.009146373433497536;0;7;0.0;0;0.4290971256399759
JENKINS;JENKINS;;1;8.0;4.0;0.26519666269368297;0.2745318352059922;0.0;6,37E+11;0;6;0.0;0;0.017617448837067985
JEST;JEST;;2;17.0;4.0;0.26519666269368297;0.2754681647940072;9,70E+08;0.0012540567840300845;0;4;0.0;0;0.014890292479160402
JESUS;JESUS;;6;46.0;3.0;0.35039370078740156;0.3621722846441951;0.005690828735823654;0.002321020858070572;0;1;0.0;0;0.11922254187307013
JORGE;JORGE;;13;101.0;3.0;0.35429936305732485;0.37265917602996307;0.021097064757144117;0.005237695800787364;0;1;0.0;0;0.1959864120492096
JOSE;JOSE;;14;111.0;3.0;0.3548644338118022;0.37415730337078706;0.008768744924489598;0.004338434656339864;0;1;0.0;0;0.24792524831571255
JUAN;JUAN;;30;212.0;3.0;0.3641571194762684;0.398127340823971;0.04567399536640676;0.010831623172861562;0;0;0.0;0;0.37321884377703546
JUNIOR COMPUTER SCIENCE ENGINEER;JUNIOR COMPUTER SCIENCE ENGINEER;;1;7.0;4.0;0.2770859277708593;0.2947565543071158;0.0;6,08E+11;0;9;0.0;0;0.033385896231240775
JUNIOR CONSULTANT;JUNIOR CONSULTANT;;1;8.0;4.0;0.2667865707434053;0.2773408239700372;0.0;5,72E+11;0;8;0.0;0;0.02488414980415405
JUPYTER;JUPYTER;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
JUPYTER NOTEBOOKS;JUPYTER NOTEBOOKS;;23;181.0;4.0;0.36898839137645106;0.4277153558052436;0.016928171695895687;0.006213060660363499;0;8;0.0;0;0.5947992945806738
KAFKA;KAFKA;;4;31.0;4.0;0.3035470668485675;0.3368913857677901;8,02E+11;0.0014261148583515808;0;2;0.0;0;0.11058020413433117
KERAS;KERAS;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
KNOWLEDGE GRAPHS;KNOWLEDGE GRAPHS;;4;31.0;4.0;0.2900912646675359;0.31779026217228457;2,47E+12;0.001318451864636675;0;8;0.0;0;0.11105881861153849
KOTLIN;KOTLIN;;1;8.0;4.0;0.2703523693803159;0.28352059925093603;0.0;6,03E+09;0;5;0.0;0;0.026060588713439994
KUBERNETES;KUBERNETES;;6;47.0;4.0;0.31650071123755336;0.35561797752808993;0.001982428406398312;0.0019696543183249276;0;0;0.0;0;0.15719633024832338
KYLIN;KYLIN;;1;8.0;4.0;0.2770859277708593;0.2947565543071158;0.0;6,08E+11;0;9;0.0;0;0.033385896231240775
LANGCHAIN;LANGCHAIN;;10;77.0;4.0;0.3267254038179148;0.3717228464419476;0.0030551204532050205;0.0028683242142302206;0;2;0.0;0;0.2871291134478999
LANGUAGE MODELS;LANGUAGE MODELS;;7;56.0;4.0;0.3094575799721836;0.34756554307116105;9,19E+11;0.0020468401158068245;0;8;0.0;0;0.21268470777945375
LEAD DATA ENGINEER;LEAD DATA ENGINEER;;2;17.0;4.0;0.2827191867852605;0.3046816479400745;2,12E+11;9,72E+11;0;9;0.0;0;0.047015590204649085
LEAD DEVELOPER;LEAD DEVELOPER;;2;16.0;4.0;0.2795226130653266;0.2996254681647938;5,07E+10;8,41E+11;0;7;0.0;0;0.05218889867443903
LEO;LEO;;20;159.0;3.0;0.35829307568438;0.383146067415731;0.01856681315896961;0.006480673416187662;0;3;0.0;0;0.2876274020400345
LIAM;LIAM;;28;200.0;3.0;0.3629690048939641;0.3951310861423231;0.018028000148962733;0.007990196061915226;0;8;0.0;0;0.45967018169933904
LINUX;LINUX;;1;8.0;4.0;0.2667865707434053;0.2773408239700372;0.0;6,04E+11;0;7;0.0;0;0.021448970134111178
LLMS;LLMS;;17;131.0;4.0;0.3492935635792779;0.4029962546816482;0.009091053500314583;0.0046562988638897875;0;2;0.0;0;0.4340151525644168
LODASH;LODASH;;2;17.0;4.0;0.26519666269368297;0.2754681647940072;9,70E+08;0.0012540567840300845;0;4;0.0;0;0.014890292479160402
LOG PARSING;LOG PARSING;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
LSTM;LSTM;;7;56.0;4.0;0.31785714285714284;0.3582397003745319;0.0014145117457325402;0.002096667923529996;0;7;0.0;0;0.22220543869679021
LUCA;LUCA;;35;285.0;3.0;0.36716171617161714;0.40561797752809087;0.028824724160624215;0.010130636661409651;0;8;0.0;0;0.5429966536564075
LUCAS;LUCAS;;34;273.0;3.0;0.36655683690280066;0.40411985018726687;0.02598783212425992;0.009656230410798635;0;8;0.0;0;0.5309529319069066
LUIS;LUIS;;29;236.0;3.0;0.36356209150326796;0.3966292134831467;0.05123170358518368;0.011054682577418628;0;3;0.0;0;0.34492685364007275
MACHINE LEARNING;MACHINE LEARNING;;2;18.0;4.0;0.2723378212974296;0.2878277153558049;2,77E+11;8,38E+11;0;8;0.0;0;0.04085600097932369
MACHINE LEARNING ENGINEER;MACHINE LEARNING ENGINEER;;3;25.0;4.0;0.28022670025188917;0.30168539325842675;1,42E+12;0.0011133803269851685;0;2;0.0;0;0.07179510081003489
MACHINE LEARNING ENGINEER TRAINEE;MACHINE LEARNING ENGINEER TRAINEE;;1;8.0;4.0;0.26839565741857657;0.28014981273408207;0.0;5,78E+11;0;8;0.0;0;0.026198916174138668
MACHINE TRANSLATION;MACHINE TRANSLATION;;2;16.0;4.0;0.28821243523316065;0.3131086142322095;6,81E+10;8,34E+11;0;7;0.0;0;0.06975584602681045
MANAGER;MANAGER;;1;9.0;4.0;0.2605386416861827;0.26610486891385743;0.0;6,44E+10;0;1;0.0;0;0.009137144142347791
MANUEL;MANUEL;;14;105.0;3.0;0.3548644338118022;0.37415730337078706;0.024506564767040575;0.0056700823004837125;0;2;0.0;0;0.19869532563665127
MAPREDUCE;MAPREDUCE;;5;40.0;4.0;0.30149051490514905;0.3350187265917602;7,17E+11;0.0016100874691445518;0;5;0.0;0;0.13505885348983743
MARC;MARC;;29;212.0;3.0;0.36356209150326796;0.3966292134831476;0.057509743706281966;0.01240639011522495;0;9;0.0;0;0.24794295085626772
MARCO;MARCO;;25;189.0;3.0;0.3612012987012987;0.39063670411985146;0.043041778972588575;0.009843423560014069;0;0;0.0;0;0.28745187647032233
MARCOS;MARCOS;;55;441.0;3.0;0.3796928327645051;0.4355805243445711;0.04899887394311082;0.015503346732230775;0;7;0.0;0;0.7336785154358733
MARIO;MARIO;;16;127.0;3.0;0.356;0.37715355805243517;0.011942848680344974;0.005145768591888903;0;8;0.0;0;0.25588601372386593
MARKETING MANAGER;MARKETING MANAGER;;1;7.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,71E+11;0;0;0.0;0;0.015071408501884006
MARTIN;MARTIN;;33;263.0;3.0;0.3659539473684211;0.4026217228464432;0.02033999561921956;0.009226622544841308;0;9;0.0;0;0.5565183537920969
MASTER OF AI AND DATA SCIENCE;MASTER OF AI AND DATA SCIENCE;;1;9.0;4.0;0.263938315539739;0.27228464419475623;0.0;6,22E+11;0;1;0.0;0;0.01505370255126152
MASTER OF ARTIFICIAL INTELLIGENCE;MASTER OF ARTIFICIAL INTELLIGENCE;;1;9.0;4.0;0.26937046004842613;0.28183520599250905;0.0;5,80E+11;0;8;0.0;0;0.028591033013524038
MASTER OF BIG DATA;MASTER OF BIG DATA;;2;18.0;4.0;0.2700242718446602;0.28389513108614206;7,49E+10;9,12E+11;0;3;0.0;0;0.032303309154805754
MASTER OF BIG DATA & ANALYTICS;MASTER OF BIG DATA & ANALYTICS;;2;18.0;4.0;0.26839565741857657;0.28108614232209705;6,33E+08;8,06E+11;0;9;0.0;0;0.05444453440954362
MASTER OF BIG DATA & BUSINESS ANALYTICS;MASTER OF BIG DATA & BUSINESS ANALYTICS;;2;19.0;4.0;0.28022670025188917;0.3007490636704117;5,10E+10;8,45E+11;0;8;0.0;0;0.05336812700754955
MASTER OF BIG DATA & DATA SCIENCE;MASTER OF BIG DATA & DATA SCIENCE;;1;9.0;4.0;0.25962660443407237;0.26441947565543045;0.0;6,65E+11;0;1;0.0;0;0.00627911866569446
MASTER OF BIG DATA ANALYTICS;MASTER OF BIG DATA ANALYTICS;;5;46.0;4.0;0.28452685421994883;0.31029962546816464;2,41E+12;0.0015457143563935899;0;8;0.0;0;0.11964095105575105
MASTER OF BIG DATA AND BUSINESS ANALYTICS;MASTER OF BIG DATA AND BUSINESS ANALYTICS;;1;9.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,45E+11;0;1;0.0;0;0.009550714543727223
MASTER OF BIG DATA AND DATA SCIENCE;MASTER OF BIG DATA AND DATA SCIENCE;;1;9.0;4.0;0.2667865707434053;0.2773408239700371;0.0;6,60E+11;0;3;0.0;0;0.017797359773723636
MASTER OF BUSINESS ADMINISTRATION;MASTER OF BUSINESS ADMINISTRATION;;1;9.0;4.0;0.2667865707434053;0.2773408239700371;0.0;6,60E+11;0;3;0.0;0;0.017797359773723636
MASTER OF BUSINESS ANALYTICS AND BIG DATA;MASTER OF BUSINESS ANALYTICS AND BIG DATA;;2;19.0;4.0;0.2667865707434053;0.2782771535580521;2,51E+11;8,67E+11;0;2;0.0;0;0.029402159471314197
MASTER OF BUSINESS CONSULTING;MASTER OF BUSINESS CONSULTING;;1;9.0;4.0;0.2757125154894672;0.2925093632958799;0.0;5,87E+11;0;7;0.0;0;0.038368269376048945
MASTER OF BUSINESS INTELLIGENCE AND BIG DATA SCIENCE;MASTER OF BUSINESS INTELLIGENCE AND BIG DATA SCIENCE;;1;9.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
MASTER OF CORPORATE COMMUNICATION;MASTER OF CORPORATE COMMUNICATION;;1;9.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
MASTER OF DATA SCIENCE;MASTER OF DATA SCIENCE;;4;36.0;4.0;0.296271637816245;0.32677902621722843;9,60E+11;0.0015113025875148204;0;1;0.0;0;0.09186229631713147
MASTER OF DATA SCIENCE & INNOVATION;MASTER OF DATA SCIENCE & INNOVATION;;1;9.0;4.0;0.2626918536009445;0.27003745318352035;0.0;6,09E+11;0;8;0.0;0;0.013050882678191236
MASTER OF DATA SCIENCE AND AI;MASTER OF DATA SCIENCE AND AI;;1;9.0;4.0;0.26176470588235295;0.26835205992509337;0.0;6,79E+11;0;1;0.0;0;0.010174393707099537
MASTER OF DATA SCIENCE AND ENGINEERING;MASTER OF DATA SCIENCE AND ENGINEERING;;1;9.0;4.0;0.27300613496932513;0.2880149812734079;0.0;5,81E+11;0;2;0.0;0;0.031940976852475836
MASTER OF INFORMATION AND COMMUNICATION SYSTEMS MANAGEMENT;MASTER OF INFORMATION AND COMMUNICATION SYSTEMS MANAGEMENT;;1;9.0;4.0;0.2620730270906949;0.2689138576779023;0.0;7,45E+11;0;1;0.0;0;0.009550714543727223
MASTER OF INTELLIGENT INTERACTIVE SYSTEM;MASTER OF INTELLIGENT INTERACTIVE SYSTEM;;1;9.0;4.0;0.2770859277708593;0.2947565543071158;0.0;6,08E+11;0;9;0.0;0;0.033385896231240775
MASTER OF LOGISTICS AND INTERNATIONAL TRADE;MASTER OF LOGISTICS AND INTERNATIONAL TRADE;;1;9.0;4.0;0.2623820754716981;0.26947565543071134;0.0;6,72E+11;0;1;0.0;0;0.01181022995434406
MASTER OF MANAGEMENT OF FINANCIAL INSTITUTIONS;MASTER OF MANAGEMENT OF FINANCIAL INSTITUTIONS;;1;9.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
MASTER OF SCIENCE & TECHNOLOGY;MASTER OF SCIENCE & TECHNOLOGY;;1;9.0;4.0;0.2723378212974296;0.28689138576778994;0.0;5,97E+11;0;8;0.0;0;0.028034775780769832
MASTER OF STATISTICS FOR DATA SCIENCE;MASTER OF STATISTICS FOR DATA SCIENCE;;1;9.0;4.0;0.26646706586826346;0.27677902621722816;0.0;5,79E+11;0;8;0.0;0;0.022732724333755654
MASTER OF STOCK AND FINANCIAL MARKETS;MASTER OF STOCK AND FINANCIAL MARKETS;;1;9.0;4.0;0.26742788461538464;0.27846441947565514;0.0;6,58E+11;0;9;0.0;0;0.019323431329330627
MASTER OF TELECOMMUNICATIONS ENGINEERING;MASTER OF TELECOMMUNICATIONS ENGINEERING;;3;27.0;4.0;0.27639751552795033;0.29550561797752783;2,15E+11;0.0011778370282124443;0;2;0.0;0;0.05225356423246535
MATEO;MATEO;;40;317.0;3.0;0.370216306156406;0.4131086142322108;0.0453088173623301;0.012544414159209169;0;5;0.0;0;0.513457959447756
MATERIAL-UI;MATERIAL-UI;;1;9.0;4.0;0.2636255924170616;0.2717228464419473;0.0;7,88E+10;0;4;0.0;0;0.00856930387393145
MATLAB;MATLAB;;9;45.0;4.0;0.31075418994413406;0.351123595505618;0.0020510882771876287;0.0026307970144920593;0;3;0.0;0;0.22321979002609862
MATPLOTLIB;MATPLOTLIB;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
MICROSOFT AZURE;MICROSOFT AZURE;;1;1.0;4.0;0.26145710928319627;0.26779026217228435;0.0;7,07E+11;0;1;0.0;0;0.00972346686595625
MICROSOFT POWER BI;MICROSOFT POWER BI;;1;8.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
MICROSOFT SQL;MICROSOFT SQL;;1;9.0;4.0;0.26551312649164677;0.27509363295880124;0.0;6,79E+11;0;1;0.0;0;0.015748235448912393
MIGUEL;MIGUEL;;29;215.0;3.0;0.36356209150326796;0.39662921348314734;0.03173681586057673;0.009227376535038937;0;2;0.0;0;0.38143764117606277
MIRO;MIRO;;1;7.0;4.0;0.26300236406619387;0.2705992509363293;0.0;9,73E+11;0;5;0.0;0;0.007185605726270189
ML_ENGINEER;ML_ENGINEER;;1;8.0;4.0;0.2770859277708593;0.29475655430711584;0.0;6,07E+11;0;8;0.0;0;0.034235470254900154
